"","nonmanual","ID","duration","wh_word","wh_overlap","item","spanish","gloss","cohort","Sex","age","year_tested","year_entry"
"616","Brow furrow",15,0.71,"Question","Que","time",NA,"TIME QUESTION TIME WHAT","third","F",28.8,2017,1994
"617","Brow furrow",15,2.86,"Que","Que","bed time",NA,"BED TIME WHAT QUESTION","third","F",28.8,2017,1994
"618","Brow furrow",15,4.13,"Question","Question","other",NA,"MAN YOU QUESTION MAN WHAT","third","F",28.8,2017,1994
"619","Brow furrow",15,1.48,NA,NA,"name",NA,"NAME","third","F",28.8,2017,1994
"620","Brow furrow",15,0.6,"Question","Question","teacher",NA,"QUESTION NAME TEACHER NAME","third","F",28.8,2017,1994
"621","Brow furrow",15,1.045,"Cuando",NA,"mother’s birthday",NA,"YOU BIRTHDAY WHEN MAMA QUESTION YOU WHERE","third","F",28.8,2017,1994
"622","Brow furrow",15,0.48,"Cuando","Cuando","mother’s birthday",NA,"YOU BIRTHDAY WHEN MAMA QUESTION YOU WHERE","third","F",28.8,2017,1994
"623","Brow furrow",15,0.91,"Cuando","Question","mother’s birthday",NA,"YOU BIRTHDAY WHEN MAMA QUESTION YOU WHERE","third","F",28.8,2017,1994
"624","Brow furrow",15,0.9,"Question","Question","job",NA,"YOU QUESTION YOU WORK WHAT","third","F",28.8,2017,1994
"625","Brow furrow",15,1.18,"Question","Que","job",NA,"YOU QUESTION YOU WORK WHAT","third","F",28.8,2017,1994
"626","Brow furrow",15,2.52,"Question","Question","other",NA,"YOU QUESTION WORK SORRY. QUESTION WHAT UNIVERSITY WHAT STUDY YOU WHAT","third","F",28.8,2017,1994
"627","Brow furrow",15,0.74,"Question","Question","other",NA,"YOU QUESTION WORK SORRY. QUESTION WHAT UNIVERSITY WHAT STUDY YOU WHAT","third","F",28.8,2017,1994
"628","Nose wrinkle",15,0.74,"Question","Question","age",NA,"QUESTION YEARS WHAT","third","F",28.8,2017,1994
"629","Nose wrinkle",15,1.19,"Question","Question","birthday",NA,"QUESTION YOU BIRTHDAY WHEN BIRTHDAY WHEN","third","F",28.8,2017,1994
"630","Nose wrinkle",15,1.031,"Que","Que","siblings",NA,"NUMBER WHAT QUESTION WHAT SIBLINGS WHAT","third","F",28.8,2017,1994
"631","Nose wrinkle",15,2.05,"Question","Question","time",NA,"TIME QUESTION TIME WHAT","third","F",28.8,2017,1994
"632","Nose wrinkle",15,1.39,"Question","Question","time",NA,"TIME QUESTION TIME WHAT","third","F",28.8,2017,1994
"633","Nose wrinkle",15,0.71,"Question","Que","time",NA,"TIME QUESTION TIME WHAT","third","F",28.8,2017,1994
"634","Nose wrinkle",15,2.41,"Que","Que","bed time",NA,"BED TIME WHAT QUESTION","third","F",28.8,2017,1994
"635","Nose wrinkle",15,4.13,"Question","Question","other",NA,"MAN YOU QUESTION MAN WHAT","third","F",28.8,2017,1994
"636","Nose wrinkle",15,0.91,"Cuando","Question","mother’s birthday",NA,"YOU BIRTHDAY WHEN MAMA QUESTION YOU WHERE","third","F",28.8,2017,1994
"637","Brow raise",15,1.555,NA,NA,NA,NA,NA,"third","F",28.8,2017,1994
"638","Brow raise",15,1.5,"Question",NA,"wake up time",NA,"WAKE-UP WAKE-UP WAKE-UP GET-UP QUESTION WAKE-UP QUESTION WHAT","third","F",28.8,2017,1994
"639","Brow raise",15,0.9,"Question",NA,"wake up time",NA,"WAKE-UP WAKE-UP WAKE-UP GET-UP QUESTION WAKE-UP QUESTION WHAT","third","F",28.8,2017,1994
"640","Brow raise",15,0.74,"Question","Question","transportation",NA,"QUESTION BUS BUS BUS QUESTION YOU BUS YOU BUS QUESTION WHAT","third","F",28.8,2017,1994
"641","Chin lift",15,0.97,"Question","Question","other",NA,"SCHOOL QUESTION QUESTION SCHOOL WHAT SCHOOL QUESTION SCHOOL","third","F",28.8,2017,1994
"642","Chin lift",15,1.649,"Question",NA,"wake up time",NA,"WAKE-UP WAKE-UP WAKE-UP GET-UP QUESTION WAKE-UP QUESTION WHAT","third","F",28.8,2017,1994
"643","Chin lift",15,0.61,"Question","Question","teacher",NA,"QUESTION NAME TEACHER NAME","third","F",28.8,2017,1994
"644","Head tilt",15,1.16,"Question","Question","transportation",NA,"QUESTION BUS BUS BUS QUESTION YOU BUS YOU BUS QUESTION WHAT","third","F",28.8,2017,1994
"645","Head tilt",15,1.19,"Cuando","Cuando","mother’s birthday",NA,"YOU BIRTHDAY WHEN MAMA QUESTION YOU WHERE","third","F",28.8,2017,1994
"646","Shoulder raise",15,0.772,"Que","Que","town",NA,"HOUSE WHAT QUESTION WHAT","third","F",28.8,2017,1994
"647","Shoulder raise",15,0.94,"Question","Cuando","birthday",NA,"QUESTION YOU BIRTHDAY WHEN BIRTHDAY WHEN","third","F",28.8,2017,1994
"648","Shoulder raise",15,0.934,"Question","Que","other",NA,"SCHOOL QUESTION QUESTION SCHOOL WHAT SCHOOL QUESTION SCHOOL","third","F",28.8,2017,1994
"649","Shoulder raise",15,0.64,"Que","Que","siblings",NA,"NUMBER WHAT QUESTION WHAT SIBLINGS WHAT","third","F",28.8,2017,1994
"650","Shoulder raise",15,1.676,"Question","Question","time",NA,"TIME QUESTION TIME WHAT","third","F",28.8,2017,1994
"651","Shoulder raise",15,0.55,"Question","Que","wake up time",NA,"WAKE-UP WAKE-UP WAKE-UP GET-UP QUESTION WAKE-UP QUESTION WHAT","third","F",28.8,2017,1994
"652","Shoulder raise",15,0.87,"Question","Question","wake up time",NA,"WAKE-UP WAKE-UP WAKE-UP GET-UP QUESTION WAKE-UP QUESTION WHAT","third","F",28.8,2017,1994
"653","Shoulder raise",15,1.127,"Question","Question","transportation",NA,"QUESTION BUS BUS BUS QUESTION YOU BUS YOU BUS QUESTION WHAT","third","F",28.8,2017,1994
"654","Shoulder raise",15,1.39,"Question","Question","time",NA,"TIME QUESTION TIME WHAT","third","F",28.8,2017,1994
"655","Shoulder raise",15,0.71,"Question","Que","time",NA,"TIME QUESTION TIME WHAT","third","F",28.8,2017,1994
"656","Shoulder raise",15,1.6,"Que","Que","bed time",NA,"BED TIME WHAT QUESTION","third","F",28.8,2017,1994
"657","Shoulder raise",15,0.98,"Question","Que","other",NA,"MAN YOU QUESTION MAN WHAT","third","F",28.8,2017,1994
"658","Shoulder raise",15,2.26,"Question","Question","teacher",NA,"QUESTION NAME TEACHER NAME","third","F",28.8,2017,1994
"659","Shoulder raise",15,0.582,"Cuando","Que","mother’s birthday",NA,"YOU BIRTHDAY WHEN MAMA QUESTION YOU WHERE","third","F",28.8,2017,1994
"660","Shoulder raise",15,0.73,"Question","Que","job",NA,"YOU QUESTION YOU WORK WHAT","third","F",28.8,2017,1994
"661","Shoulder raise",15,0.407,"Question","Que","other",NA,"YOU QUESTION WORK SORRY. QUESTION WHAT UNIVERSITY WHAT STUDY YOU WHAT","third","F",28.8,2017,1994
"662","Shoulder raise",15,0.261,"Question","Que","other",NA,"YOU QUESTION WORK SORRY. QUESTION WHAT UNIVERSITY WHAT STUDY YOU WHAT","third","F",28.8,2017,1994
"663","Brow furrow",16,0.72,NA,NA,"town",NA,"HOUSE","third","M",18,2010,1997
"664","Brow furrow",16,1.79,NA,NA,"birthday",NA,"YOU BIRTHDAY","third","M",18,2010,1997
"665","Brow furrow",16,1.23,"","","other",NA,"YOU SCHOOL YOU SCHOOL","third","M",18,2010,1997
"666","Brow furrow",16,1.2,NA,NA,"siblings",NA,"NUMBER SIBLINNGS NUMBER SIBLINGS","third","M",18,2010,1997
"667","Brow furrow",16,1.8,"Que","Que","wake up time",NA,"YOU TIME WHAT GET-UP STRETCH GET-UP WHAT","third","M",18,2010,1997
"668","Brow furrow",16,2.52,"Adonde","Adonde","town",NA,"YOU HOUSE NEAR WHERE HOUSE NEAR","third","M",18,2010,1997
"669","Brow furrow",16,1.64,"Que","Que","time",NA,"TIME EAT WHAT TIME EAT WHAT","third","M",18,2010,1997
"670","Brow furrow",16,1.14,"Que",NA,"teacher",NA,"NAME TEACHER WHAT","third","M",18,2010,1997
"671","Brow furrow",16,0.85,"Que",NA,"mother's birthday",NA,"BIRTHDAY YOU MAMA WHAT","third","M",18,2010,1997
"672","Brow furrow",16,0.99,NA,NA,"job",NA,"YOU WORK","third","M",18,2010,1997
"673","Brow furrow",16,2.61,NA,NA,"other",NA,"YOU UNIVERISTY STUDY","third","M",18,2010,1997
"674","Brow raise",16,0.72,NA,NA,"siblings",NA,"NUMBER SIBLINNGS NUMBER SIBLINGS","third","M",18,2010,1997
"675","Chin lift",16,0.97,"Que","Que","teacher",NA,"NAME TEACHER WHAT","third","M",18,2010,1997
"676","Chin lift",16,0.76,NA,NA,"job",NA,"YOU WORK","third","M",18,2010,1997
"677","Head tilt",16,0.7,NA,NA,"birthday",NA,"YOU BIRTHDAY","third","M",18,2010,1997
"678","Head tilt",16,0.9,"","","other",NA,"YOU SCHOOL YOU SCHOOL","third","M",18,2010,1997
"679","Head tilt",16,0.51,NA,NA,"siblings",NA,"NUMBER SIBLINNGS NUMBER SIBLINGS","third","M",18,2010,1997
"680","Head tilt",16,1.84,"Que","Que","wake up time",NA,"YOU TIME WHAT GET-UP STRETCH GET-UP WHAT","third","M",18,2010,1997
"681","Head tilt",16,1.04,"Adonde",NA,"town",NA,"YOU HOUSE NEAR WHERE HOUSE NEAR","third","M",18,2010,1997
"682","Head tilt",16,0.89,"Que","Que","time",NA,"TIME EAT WHAT TIME EAT WHAT","third","M",18,2010,1997
"683","Head tilt",16,0.97,"Que","Que","teacher",NA,"NAME TEACHER WHAT","third","M",18,2010,1997
"684","Head tilt",16,1.2,"Que","Que","mother's birthday",NA,"BIRTHDAY YOU MAMA WHAT","third","M",18,2010,1997
"685","Head tilt",16,0.88,NA,NA,"job",NA,"YOU WORK","third","M",18,2010,1997
"686","Head tilt",16,1.65,NA,NA,"other",NA,"YOU UNIVERISTY STUDY","third","M",18,2010,1997
"687","Brow furrow",18,1.05,NA,NA,"age",NA,"QUESTION YEAR","third","M",19.3,2009,1993
"688","Brow furrow",18,0.49,NA,NA,"town",NA,"QUESTION HOUSE","third","M",19.3,2009,1993
"689","Brow furrow",18,0.76,NA,NA,"birthday",NA,"QUESTION BIRTHDAY","third","M",19.3,2009,1993
"690","Brow furrow",18,0.86,NA,NA,"siblings",NA,"QUESTION NUMBER SIBLINGS","third","M",19.3,2009,1993
"691","Brow furrow",18,1.57,NA,NA,"siblings",NA,"QUESTION NUMBER SIBLINGS","third","M",19.3,2009,1993
"692","Brow furrow",18,0.97,NA,NA,"wake up time",NA,"QUESTION TIME GET-UP","third","M",19.3,2009,1993
"693","Brow furrow",18,1.23,NA,NA,"transportation",NA,"QUESTION YOU BUS-STOP HOUSE NEAR YOU","third","M",19.3,2009,1993
"694","Brow furrow",18,0.9,NA,NA,"teacher",NA,"QUESTION NAME TEACHER","third","M",19.3,2009,1993
"695","Brow furrow",18,2.56,NA,NA,"teacher",NA,"QUESTION NAME TEACHER","third","M",19.3,2009,1993
"696","Brow furrow",18,1.38,NA,NA,"mother’s birthday",NA,"QUESTION BIRTHDAY YOU MAMA","third","M",19.3,2009,1993
"697","Brow raise",18,0.63,NA,NA,"age",NA,"QUESTION YEAR","third","M",19.3,2009,1993
"698","Chin lift",18,0.75,NA,NA,"siblings",NA,"QUESTION NUMBER SIBLINGS","third","M",19.3,2009,1993
"699","Chin lift",18,0.44,NA,NA,"mother’s birthday",NA,"QUESTION BIRTHDAY YOU MAMA","third","M",19.3,2009,1993
"700","Head tilt",18,1.19,NA,NA,"transportation",NA,"QUESTION BUS SCHOOL","third","M",19.3,2009,1993
"701","Head tilt",18,1.2,NA,NA,"wake up time",NA,"QUESTION TIME GET-UP","third","M",19.3,2009,1993
"702","Head tilt",18,1.76,NA,NA,"transportation",NA,"QUESTION YOU BUS-STOP HOUSE NEAR YOU","third","M",19.3,2009,1993
"703","Head tilt",18,3.16,NA,NA,"other",NA,"QUESTION TIME NIGHT EAT","third","M",19.3,2009,1993
"704","Head tilt",18,0.9,NA,NA,"teacher",NA,"QUESTION NAME TEACHER","third","M",19.3,2009,1993
"705","Brow furrow",19,0.72,"Question","Question","age",NA,"QUESTION YEAR","third","M",18.7,2009,1993
"706","Brow furrow",19,1.44,"Question","Question","town",NA,"QUESTION WHERE YOUR HOUSE","third","M",18.7,2009,1993
"707","Brow furrow",19,0.09,"Cuando","Question","birthday",NA,"WHEN BIRTHDAY QUESTION","third","M",18.7,2009,1993
"708","Brow furrow",19,0.51,"Question","Question","transportation",NA,"QUESTION GO SCHOOL BUS GO SCHOOL","third","M",18.7,2009,1993
"709","Brow furrow",19,0.45,"Question","Question","siblings",NA,"QUESTION NUMBER SIBLINGS","third","M",18.7,2009,1993
"710","Brow furrow",19,1.25,"Question","Question","wake up time",NA,"QUESTION TIME GET-UP","third","M",18.7,2009,1993
"711","Brow furrow",19,0.55,"Question","Question","transportation",NA,"QUESTION BUS NUMBER NEAR/CLOSE HOUSE YOU HOUSE","third","M",18.7,2009,1993
"712","Brow furrow",19,0.3,"Question","Question","time",NA,"QUESTION YOU (inc) EAT (inc) TIME EAT NIGHT","third","M",18.7,2009,1993
"713","Brow furrow",19,1.23,"Question","Question","teacher",NA,"QUESTION NAME TEACHER","third","M",18.7,2009,1993
"714","Chin lift",19,0.74,"Question",NA,"age",NA,"QUESTION YEAR","third","M",18.7,2009,1993
"715","Chin lift",19,1.13,"Question","Adonde","town",NA,"QUESTION WHERE YOUR HOUSE","third","M",18.7,2009,1993
"716","Chin lift",19,1.37,"Question","Question","siblings",NA,"QUESTION NUMBER SIBLINGS","third","M",18.7,2009,1993
"717","Chin lift",19,1.12,"Question",NA,"wake up time",NA,"QUESTION TIME GET-UP","third","M",18.7,2009,1993
"718","Chin lift",19,1.65,"Question","Question","transportation",NA,"QUESTION BUS NUMBER NEAR/CLOSE HOUSE YOU HOUSE","third","M",18.7,2009,1993
"719","Chin lift",19,1.8,"Question",NA,"teacher",NA,"QUESTION NAME TEACHER","third","M",18.7,2009,1993
"720","Chin lift",19,0.3,"Cuando","Cuando","mother's birthday",NA,"WHEN BIRTHDAY YOU MOTHER","third","M",18.7,2009,1993
"721","Head tilt",19,1.49,"Cuando",NA,"mother's birthday",NA,"WHEN BIRTHDAY YOU MOTHER","third","M",18.7,2009,1993
"722","Brow furrow",20,0.99,"Question","Question","name",NA,"QUESTION NAME","second","M",23.9,2008,1990
"723","Brow furrow",20,1.21,"Question","Question","age",NA,"QUESTION YOU YEAR WHAT","second","M",23.9,2008,1990
"724","Brow furrow",20,1.21,"Question","Question","birthday",NA,"QUESTION YOU BIRTHDAY","second","M",23.9,2008,1990
"725","Brow furrow",20,1.56,"Question","Question","siblings",NA,"QUESTION YOU NUMBER SIBLINGS","second","M",23.9,2008,1990
"726","Brow furrow",20,1.82,"Question","Question","job",NA,"QUESTION YOU WORK","second","M",23.9,2008,1990
"727","Brow furrow",20,1.64,"Question","Question","favorite food",NA,"QUESTION YOU FOOD FAVORITE(ASL) WHAT","second","M",23.9,2008,1990
"728","Brow furrow",20,1.44,"Question","Question","town",NA,"QUESTION YOU HOUSE","second","M",23.9,2008,1990
"729","Brow furrow",20,0.9,"Question","Question","friend",NA,"QUESTION YOU FRIENDS","second","M",23.9,2008,1990
"730","Brow furrow",20,1.3,"Question","Question","mother's birthday",NA,"YOU QUESTION BIRTHDAY YOU MAMA","second","M",23.9,2008,1990
"731","Brow furrow",20,1.43,"Question","Question","bed time",NA,"QUESTION TIME BED","second","M",23.9,2008,1990
"732","Brow furrow",20,3.97,"Question","Question","time",NA,"QUESTION XXX BUS ARRIVE SCHOOL","second","M",23.9,2008,1990
"733","Brow furrow",20,1.51,"Question","Question","wake up time",NA,"QUESTION TIME GET-UP TIME","second","M",23.9,2008,1990
"734","Nose wrinkle",20,1.58,"Question","Question","supermarket",NA,"QUESTION YOU SUPERMARKET","second","M",23.9,2008,1990
"735","Brow raise",20,1.58,"Question","Question","supermarket",NA,"QUESTION YOU SUPERMARKET","second","M",23.9,2008,1990
"736","Brow raise",20,0.3,"Question",NA,"friend",NA,"YOU FRIEND WOMAN QUESTION","second","M",23.9,2008,1990
"737","Brow raise",20,0.78,"Question",NA,"friend",NA,"YOU FRIEND WOMAN QUESTION","second","M",23.9,2008,1990
"738","Brow raise",20,0.8,"Question",NA,"wake up time",NA,"QUESTION TIME GET-UP TIME","second","M",23.9,2008,1990
"739","Chin lift",20,0.56,"Question","Question","friend",NA,"QUESTION YOU FRIENDS","second","M",23.9,2008,1990
"740","Chin lift",20,0.63,"Question",NA,"friend",NA,"YOU FRIEND WOMAN QUESTION","second","M",23.9,2008,1990
"741","Chin lift",20,0.61,"Question",NA,"mother's birthday",NA,"YOU QUESTION BIRTHDAY YOU MAMA","second","M",23.9,2008,1990
"742","Chin lift",20,1.28,"Question","Question","bed time",NA,"QUESTION TIME BED","second","M",23.9,2008,1990
"743","Head tilt",20,0.91,"Question","Question","name",NA,"QUESTION NAME","second","M",23.9,2008,1990
"744","Head tilt",20,0.45,"Question","Question","age",NA,"QUESTION YOU YEAR WHAT","second","M",23.9,2008,1990
"745","Head tilt",20,1.21,"Question","Question","birthday",NA,"QUESTION YOU BIRTHDAY","second","M",23.9,2008,1990
"746","Head tilt",20,1.55,"Question","Question","siblings",NA,"QUESTION YOU NUMBER SIBLINGS","second","M",23.9,2008,1990
"747","Head tilt",20,1.82,"Question","Question","job",NA,"QUESTION YOU WORK","second","M",23.9,2008,1990
"748","Head tilt",20,0.76,"Question","Question","supermarket",NA,"QUESTION YOU SUPERMARKET","second","M",23.9,2008,1990
"749","Head tilt",20,1.64,"Question","Question","favorite food",NA,"QUESTION YOU FOOD FAVORITE(ASL) WHAT","second","M",23.9,2008,1990
"750","Head tilt",20,1.44,"Question","Question","town",NA,"QUESTION YOU HOUSE","second","M",23.9,2008,1990
"751","Head tilt",20,1.56,"Question","Question","friend",NA,"QUESTION YOU FRIENDS","second","M",23.9,2008,1990
"752","Head tilt",20,0.76,"Question",NA,"friend",NA,"YOU FRIEND WOMAN QUESTION","second","M",23.9,2008,1990
"753","Head tilt",20,1.86,"Question","Question","mother's birthday",NA,"YOU QUESTION BIRTHDAY YOU MAMA","second","M",23.9,2008,1990
"754","Head tilt",20,1.32,"Question","Question","wake up time",NA,"QUESTION TIME GET-UP TIME","second","M",23.9,2008,1990
"755","Head tilt",20,0.8,"Question",NA,"wake up time",NA,"QUESTION TIME GET-UP TIME","second","M",23.9,2008,1990
"756","Brow furrow",21,3.11,"Question","Question","siblings",NA,"QUESTION YOU NUMBER YOU SIBLINGS","second","M",21.5,2008,1990
"757","Brow furrow",21,0.92,"Question","Question","supermarket",NA,"QUESTION YOU SUPERMARKET MARKET YOU SUPERMARKET MARKET","second","M",21.5,2008,1990
"758","Brow furrow",21,1.45,"Question","Question","transportation",NA,"QUESTION YOU WHAT BUS OR TAXI OR YOU SCHOOL WHAT YOU QUESTION YOU","second","M",21.5,2008,1990
"759","Brow furrow",21,3.39,"Question","Question","town",NA,"QUESTION YOU LOCATION YOU HOUSE WHAT","second","M",21.5,2008,1990
"760","Brow furrow",21,4.54,"Question","Question","mother's birthday",NA,"QUESTION YOU BIRTHDAY YOU MOTHER YOU WHAT","second","M",21.5,2008,1990
"761","Brow furrow",21,2.96,"Question","Question","friend",NA,"QUESTION YOU FRIEND NAME WHAT","second","M",21.5,2008,1990
"762","Brow furrow",21,2.45,"Question","Question","birthday",NA,"QUESTION YOU BIRTHDAY YOU WHAT (inc)","second","M",21.5,2008,1990
"763","Brow furrow",21,2.53,"Question","Question","wake up time",NA,"QUESTION YOU WHAT TIME WAKE YOU TIME WHAT (inc)","second","M",21.5,2008,1990
"764","Brow furrow",21,3.23,"Question","Question","bed time",NA,"YOU QUESTION YOU WHAT TIME BED WHAT TIME YOU","second","M",21.5,2008,1990
"765","Brow furrow",21,1.84,"Question","Question","favorite food",NA,"QUESTION YOU LIKE YOU WHICH WHAT FOOD YOU WHICH YOUR","second","M",21.5,2008,1990
"766","Brow furrow",21,3.53,"Question","Question","name",NA,"QUESTION WHERE... NAME YOU YOU NAME YOU","second","M",21.5,2008,1990
"767","Nose wrinkle",21,0.31,"Question",NA,"siblings",NA,"QUESTION YOU NUMBER YOU SIBLINGS","second","M",21.5,2008,1990
"768","Nose wrinkle",21,0.66,"Question","Que","transportation",NA,"QUESTION YOU WHAT BUS OR TAXI OR YOU SCHOOL WHAT YOU QUESTION YOU","second","M",21.5,2008,1990
"769","Nose wrinkle",21,2.36,"Question","Que","town",NA,"QUESTION YOU LOCATION YOU HOUSE WHAT","second","M",21.5,2008,1990
"770","Nose wrinkle",21,0.11,"Question",NA,"friend",NA,"QUESTION YOU FRIEND NAME WHAT","second","M",21.5,2008,1990
"771","Nose wrinkle",21,0.95,"Question","Que","bed time",NA,"YOU QUESTION YOU WHAT TIME BED WHAT TIME YOU","second","M",21.5,2008,1990
"772","Brow raise",21,1.38,"Question","Question","siblings",NA,"QUESTION YOU NUMBER YOU SIBLINGS","second","M",21.5,2008,1990
"773","Brow raise",21,1.16,"Question",NA,"siblings",NA,"QUESTION YOU NUMBER YOU SIBLINGS","second","M",21.5,2008,1990
"774","Brow raise",21,0.67,"Question","Question","supermarket",NA,"QUESTION YOU SUPERMARKET MARKET YOU SUPERMARKET MARKET","second","M",21.5,2008,1990
"775","Brow raise",21,0.66,"Question",NA,"wake up time",NA,"QUESTION YOU WHAT TIME WAKE YOU TIME WHAT (inc)","second","M",21.5,2008,1990
"776","Chin lift",21,1.22,"Question","Question","siblings",NA,"QUESTION YOU NUMBER YOU SIBLINGS","second","M",21.5,2008,1990
"777","Chin lift",21,0.22,"Question",NA,"siblings",NA,"QUESTION YOU NUMBER YOU SIBLINGS","second","M",21.5,2008,1990
"778","Chin lift",21,0.28,"Question","Que","transportation",NA,"QUESTION YOU WHAT BUS OR TAXI OR YOU SCHOOL WHAT YOU QUESTION YOU","second","M",21.5,2008,1990
"779","Chin lift",21,0.99,"Question",NA,"town",NA,"QUESTION YOU LOCATION YOU HOUSE WHAT","second","M",21.5,2008,1990
"780","Head tilt",21,1.36,"Question","Question","siblings",NA,"QUESTION YOU NUMBER YOU SIBLINGS","second","M",21.5,2008,1990
"781","Head tilt",21,2.02,"Question",NA,"siblings",NA,"QUESTION YOU NUMBER YOU SIBLINGS","second","M",21.5,2008,1990
"782","Head tilt",21,2.49,"Question","Question","transportation",NA,"QUESTION YOU WHAT BUS OR TAXI OR YOU SCHOOL WHAT YOU QUESTION YOU","second","M",21.5,2008,1990
"783","Head tilt",21,0.88,"Question","Que","transportation",NA,"QUESTION YOU WHAT BUS OR TAXI OR YOU SCHOOL WHAT YOU QUESTION YOU","second","M",21.5,2008,1990
"784","Head tilt",21,0.99,"Question",NA,"town",NA,"QUESTION YOU LOCATION YOU HOUSE WHAT","second","M",21.5,2008,1990
"785","Head tilt",21,3.21,"Question","Question","mother's birthday",NA,"QUESTION YOU BIRTHDAY YOU MOTHER YOU WHAT","second","M",21.5,2008,1990
"786","Head tilt",21,1.86,"Question","Question","bed time",NA,"YOU QUESTION YOU WHAT TIME BED WHAT TIME YOU","second","M",21.5,2008,1990
"787","Head tilt",21,1.01,"Question","Question","name",NA,"QUESTION WHERE... NAME YOU YOU NAME YOU","second","M",21.5,2008,1990
"788","Shoulder raise",21,1,"Question","Que","transportation",NA,"QUESTION YOU WHAT BUS OR TAXI OR YOU SCHOOL WHAT YOU QUESTION YOU","second","M",21.5,2008,1990
"789","Shoulder raise",21,0.7,"Question","Que","bed time",NA,"YOU QUESTION YOU WHAT TIME BED WHAT TIME YOU","second","M",21.5,2008,1990
"790","Brow furrow",22,0.27,NA,NA,"age",NA,"YOU YEAR","first","M",30.5,2008,1978
"791","Brow furrow",22,0.21,"Que",NA,"job",NA,"WORK WHAT","first","M",30.5,2008,1978
"792","Brow furrow",22,0.156,NA,NA,"town",NA,"YOU HOUSE","first","M",30.5,2008,1978
"793","Nose wrinkle",22,0.2,NA,NA,"age",NA,"YOU YEAR","first","M",30.5,2008,1978
"794","Nose wrinkle",22,0.17,"Que",NA,"job",NA,"WORK WHAT","first","M",30.5,2008,1978
"795","Nose wrinkle",22,0.12,"Que","Que","favorite food",NA,"EAT WHAT FAVORITE DRINK COCA-COLA","first","M",30.5,2008,1978
"796","Nose wrinkle",22,0.22,NA,NA,"town",NA,"YOU HOUSE","first","M",30.5,2008,1978
"797","Brow raise",22,1.07,NA,NA,"wake up time",NA,"TIME WAKE-UP TIME SLEEP WAKE-UP","first","M",30.5,2008,1978
"798","Chin lift",22,1.36,NA,NA,"wake up time",NA,"TIME WAKE-UP TIME SLEEP WAKE-UP","first","M",30.5,2008,1978
"799","Head tilt",22,0.96,NA,NA,"mother's birthday",NA,"BIRTHDAY YOU MAMA","first","M",30.5,2008,1978
"800","Brow furrow",24,0.71,"Cuantos","Cuantos","birthday",NA,"YOU BIRTHDAY WHEN WHEN","first","M",30.9,2008,1980
"801","Brow furrow",24,1.05,NA,NA,"job",NA,"YOU WORK HAVE","first","M",30.9,2008,1980
"802","Nose wrinkle",24,0.71,"Cuantos","Cuantos","birthday",NA,"YOU BIRTHDAY WHEN WHEN","first","M",30.9,2008,1980
"803","Brow raise",24,0.94,NA,NA,"favorite food",NA,"FOOD LIKE F-A-V-O-R-I-T-A  YOU","first","M",30.9,2008,1980
"804","Chin lift",24,0.369,NA,NA,"friend",NA,"YOU FRIEND YOU FRIEND","first","M",30.9,2008,1980
"805","Chin lift",24,0.657,NA,NA,"mother’s birthday",NA,"YOU BIRTHDAY DE T-U M-A-D-R-E M-A-D-R-E","first","M",30.9,2008,1980
"806","Head tilt",24,0.608,NA,NA,"job",NA,"YOU WORK HAVE","first","M",30.9,2008,1980
"807","Brow furrow",25,0.21,"Cuando","Cuando","birthday",NA,"WHEN YOU BIRTHDAY","third","F",19.4,2009,1994
"808","Brow furrow",25,0.38,"Que","Que","time",NA,"WHAT TIME","third","F",19.4,2009,1994
"809","Brow furrow",25,0.18,NA,NA,"wake up time",NA,"TIME YOU WAKE-UP YOU","third","F",19.4,2009,1994
"810","Brow furrow",25,1.13,NA,NA,"transportation",NA,"YOU HAVE... YOU HAVE STUDY BUS (inc) HAVE BUS BUS","third","F",19.4,2009,1994
"811","Brow furrow",25,0.96,NA,NA,"transportation",NA,"YOU HAVE... YOU HAVE STUDY BUS (inc) HAVE BUS BUS","third","F",19.4,2009,1994
"812","Brow furrow",25,1.14,"Question",NA,"time",NA,"QUESTION YOU EAT… WHAT EAT TIME EVENING","third","F",19.4,2009,1994
"813","Brow furrow",25,0.54,"Question","Que","time",NA,"QUESTION YOU EAT… WHAT EAT TIME EVENING","third","F",19.4,2009,1994
"814","Brow furrow",25,1.31,"Question","Question","teacher",NA,"QUESTION YOU PROFESSOR WHAT NAME","third","F",19.4,2009,1994
"815","Brow furrow",25,0.16,"Question",NA,"other",NA,"QUESTION YOU STUDY","third","F",19.4,2009,1994
"816","Nose wrinkle",25,0.36,"Que","Que","time",NA,"WHAT TIME","third","F",19.4,2009,1994
"817","Nose wrinkle",25,0.1,"Question",NA,"time",NA,"QUESTION YOU EAT… WHAT EAT TIME EVENING","third","F",19.4,2009,1994
"818","Nose wrinkle",25,0.17,"Question","Que","time",NA,"QUESTION YOU EAT… WHAT EAT TIME EVENING","third","F",19.4,2009,1994
"819","Nose wrinkle",25,0.16,"Question","Que","teacher",NA,"QUESTION YOU PROFESSOR WHAT NAME","third","F",19.4,2009,1994
"820","Nose wrinkle",25,0.25,NA,NA,"bed time",NA,"TIME YOU BED","third","F",19.4,2009,1994
"821","Brow raise",25,0.49,NA,NA,"town",NA,"HAVE YOU HOUSE","third","F",19.4,2009,1994
